size_m2,location,year_built,num_rooms,near_main_road,water_available,electricity_available,record_year,rent_price_rwf
185,Nyarutarama,2012,5,0,1,1,2022,1120324
112,Gacuriro,1995,4,1,0,0,2022,635457
257,Kanombe,1998,4,1,1,1,2022,504059
202,Kacyiru,2000,1,1,1,1,2021,588403
366,Kimironko,1996,6,1,1,1,2025,1439987
316,Kimihurura,2017,3,1,0,1,2023,1389206
68,Kimironko,2008,4,1,1,0,2023,576309
320,Kiyovu,2020,1,1,1,1,2026,2114294
285,Remera,2021,4,1,1,1,2024,1400585
203,Kicukiro,1998,4,1,0,1,2023,573880
320,Kacyiru,2023,5,1,1,1,2026,1521918
333,Kiyovu,2018,1,1,0,1,2026,1810153
376,Kicukiro,2015,3,0,1,0,2024,812985
271,Gacuriro,2013,6,0,1,1,2024,1729012
301,Gisozi,2004,2,1,1,1,2022,696357
221,Kimironko,2024,6,1,1,1,2022,890720
308,Remera,2006,1,1,1,1,2021,697988
56,Nyarutarama,1995,1,0,1,1,2021,287568
111,Kanombe,2010,1,1,1,1,2024,260441
116,Gisozi,2009,5,1,1,1,2021,399719
133,Gisozi,1995,2,0,1,1,2026,429375
227,Remera,2007,3,0,0,1,2026,1072520
239,Kacyiru,2023,3,1,1,1,2021,715300
42,Gisozi,2015,2,1,1,1,2022,346258
372,Gacuriro,2023,3,0,0,0,2021,1048741
101,Kacyiru,2010,5,1,1,1,2021,640926
132,Nyarutarama,2007,5,1,1,1,2026,1755249
343,Kiyovu,2016,5,0,0,0,2021,1053026
122,Kimihurura,2005,1,1,1,1,2021,552057
68,Kimihurura,2011,1,0,1,1,2023,341218
137,Remera,2018,1,1,1,1,2026,959447
219,Kiyovu,2021,6,0,1,1,2025,1653427
336,Gisozi,2000,6,1,1,1,2026,1142100
89,Gacuriro,2016,6,0,1,1,2021,814712
38,Gisozi,2004,2,1,1,1,2022,210125
155,Remera,2013,4,1,1,1,2023,974617
155,Kiyovu,2006,2,1,1,1,2026,1238712
117,Kacyiru,2020,5,0,1,1,2023,521603
357,Nyarutarama,2014,4,1,1,1,2025,2431094
87,Kacyiru,2011,2,1,1,1,2021,690639
389,Kanombe,2022,1,0,1,1,2021,521197
251,Kacyiru,2011,1,0,1,0,2025,628211
368,Gacuriro,2009,4,0,1,1,2024,1830005
337,Kiyovu,2013,1,1,0,1,2022,1291949
252,Nyarutarama,2023,2,0,1,1,2025,1607661
306,Kimihurura,2021,5,1,1,1,2026,2022418
37,Kimironko,2016,3,0,1,1,2026,503026
61,Kiyovu,2011,3,1,1,1,2021,533329
135,Kicukiro,1995,3,1,1,1,2022,218494
91,Kimironko,2001,6,1,1,1,2022,637436
188,Kicukiro,2014,4,1,1,1,2026,941244
133,Kiyovu,2000,5,1,1,1,2023,1226489
206,Gisozi,2017,5,0,1,1,2026,997374
301,Kicukiro,2018,5,1,1,1,2026,1421598
254,Nyarutarama,2016,3,0,1,1,2025,1654218
103,Remera,2000,1,1,1,1,2026,610310
142,Gacuriro,2004,6,0,1,1,2024,1374138
317,Remera,2002,4,1,1,1,2021,818204
191,Remera,2022,1,1,1,1,2023,733289
66,Kanombe,2005,5,0,0,1,2021,267657
170,Gacuriro,2012,6,1,0,1,2021,841987
32,Kimironko,2011,6,0,1,1,2021,389542
254,Kimihurura,2024,4,1,1,1,2026,1968426
158,Remera,2002,2,1,1,1,2026,1044527
188,Remera,1998,6,1,1,1,2026,1511090
384,Nyarutarama,2004,6,1,1,1,2025,2493127
162,Kanombe,2006,4,1,0,1,2024,571052
103,Kanombe,2021,2,0,1,1,2024,324953
222,Remera,2001,5,1,1,1,2025,1214523
109,Nyarutarama,2017,2,1,1,1,2024,1173217
164,Kanombe,2016,5,1,1,0,2021,633187
146,Remera,2015,6,1,1,0,2021,587641
395,Gisozi,2024,2,1,1,1,2021,756523
234,Kimihurura,2011,2,1,1,1,2026,1450478
120,Nyarutarama,2016,1,0,0,1,2026,792077
115,Gisozi,2012,6,1,1,1,2025,767590
316,Gisozi,2016,4,0,1,1,2024,838968
145,Gacuriro,1995,3,1,1,1,2022,873982
238,Kacyiru,2014,1,1,1,1,2026,1007441
55,Kimironko,2001,3,1,1,1,2025,613387
193,Kacyiru,2000,5,1,0,1,2022,740699
114,Kicukiro,2023,5,0,1,1,2021,298651
153,Kimironko,2008,3,1,1,1,2025,738536
32,Gacuriro,2004,1,1,1,1,2022,448122
293,Nyarutarama,2007,3,0,1,0,2026,1750659
194,Remera,2008,5,1,1,1,2024,974383
145,Remera,2023,1,1,1,1,2024,819180
354,Gacuriro,2019,5,0,1,1,2021,1326274
202,Kimihurura,2021,3,0,0,1,2024,978447
211,Remera,2024,6,1,1,0,2022,926361
276,Kimironko,2010,5,1,1,1,2024,1169267
171,Kicukiro,2003,1,0,1,1,2025,457533
276,Kanombe,2017,5,1,1,0,2023,760786
378,Nyarutarama,2005,1,1,1,1,2021,1278509
138,Kicukiro,2010,6,1,1,1,2025,748677
233,Gisozi,2014,1,0,1,1,2024,579447
239,Kanombe,1997,1,1,1,1,2023,382016
86,Remera,1998,3,1,1,1,2025,803856
343,Gacuriro,2023,5,1,0,1,2021,1453267
73,Gacuriro,2020,2,0,1,1,2023,542037
154,Kimihurura,2007,4,0,1,1,2021,728431
106,Kimironko,2008,4,1,1,0,2025,957311
234,Kimironko,2023,2,1,1,0,2025,842993
384,Gacuriro,2007,4,1,0,0,2025,1845948
369,Nyarutarama,2020,3,0,1,0,2023,1532354
342,Kanombe,2023,4,1,1,1,2025,931073
283,Remera,1997,5,0,0,1,2022,930303
115,Kacyiru,2001,3,1,1,1,2025,942223
234,Gacuriro,2017,1,1,0,1,2025,1211623
69,Kanombe,2013,6,1,0,0,2026,435126
248,Kanombe,2000,1,1,1,1,2021,273245
126,Kacyiru,1999,2,0,1,1,2021,357487
276,Kicukiro,2000,4,1,1,1,2023,806181
232,Gisozi,1999,6,1,1,1,2023,635269
113,Gacuriro,2020,4,0,1,1,2021,768302
184,Kimironko,2010,6,1,1,1,2021,679625
248,Gacuriro,1999,5,1,1,1,2025,1890976
331,Remera,2015,6,1,1,1,2026,1662908
340,Gacuriro,1995,6,1,1,1,2022,1623053
283,Kimihurura,2010,1,1,0,0,2022,863524
278,Gisozi,2005,6,1,0,1,2024,845615
172,Kimihurura,2020,3,1,0,0,2024,772366
83,Kanombe,2017,5,0,0,1,2024,312408
96,Kanombe,2015,1,0,0,1,2024,384106
197,Kanombe,2001,6,1,1,1,2026,839803
220,Kanombe,2013,1,1,1,1,2021,306541
252,Nyarutarama,2022,6,1,1,1,2022,1580710
385,Kanombe,2006,6,1,1,1,2024,978649
228,Gisozi,2004,3,1,1,1,2025,614018
144,Kimironko,1997,3,1,1,1,2022,528323
350,Kimironko,2022,1,1,1,1,2023,966401
120,Kiyovu,2014,2,0,1,1,2023,704563
300,Gacuriro,1999,1,1,0,1,2023,1307701
337,Kanombe,2023,2,0,1,1,2025,809297
317,Kacyiru,2008,3,0,1,1,2024,905789
80,Kiyovu,2022,4,1,1,1,2025,1120967
30,Kacyiru,2007,4,0,1,1,2021,349553
342,Nyarutarama,2014,1,1,0,1,2021,1089033
384,Gacuriro,1995,2,1,1,0,2024,1745753
397,Kicukiro,2014,6,1,0,1,2023,1110585
206,Remera,2003,1,0,1,1,2023,463623
102,Nyarutarama,2002,5,1,1,1,2021,920611
142,Kanombe,2005,4,1,1,1,2026,787451
377,Gacuriro,2002,4,1,1,1,2023,1718669
240,Remera,1995,4,0,1,1,2023,1098142
139,Nyarutarama,1996,6,1,1,1,2021,1062459
225,Kiyovu,2003,3,1,1,1,2026,1524646
177,Kimihurura,2004,1,0,1,0,2023,404206
300,Kiyovu,2006,2,1,1,1,2024,1516888
386,Kacyiru,2006,2,1,0,1,2022,861151
107,Nyarutarama,2009,2,1,1,1,2023,950083
276,Remera,2017,6,1,0,1,2024,1257598
138,Kanombe,2008,3,1,1,1,2023,600146
394,Kanombe,2016,3,1,1,1,2025,1102636
354,Kimironko,2013,3,0,1,1,2023,946356
190,Kimihurura,2009,5,0,1,1,2022,942014
153,Nyarutarama,2007,1,1,1,1,2021,625762
303,Gacuriro,2019,6,1,1,0,2022,1442166
349,Kacyiru,2003,1,0,0,0,2022,607317
273,Gisozi,1997,5,1,1,1,2022,656202
235,Kicukiro,2005,2,0,1,1,2021,387609
95,Kanombe,2023,5,0,1,1,2025,580911
171,Kimihurura,2017,2,1,1,1,2023,1034389
153,Remera,2007,1,1,1,1,2021,232619
90,Kacyiru,2004,4,1,1,1,2026,767961
364,Nyarutarama,1998,3,1,0,1,2026,2190249
327,Kicukiro,2007,5,1,1,1,2023,867303
132,Kicukiro,2020,4,1,1,0,2021,559530
175,Kiyovu,2002,3,0,1,1,2026,1193363
129,Kanombe,2012,4,1,1,1,2023,394126
173,Gisozi,2001,2,1,1,1,2024,600317
69,Kicukiro,2006,1,0,1,0,2026,291873
160,Gisozi,2002,6,1,1,1,2026,854499
306,Kimironko,1996,3,0,1,0,2024,779579
85,Remera,2007,3,1,1,1,2021,554553
254,Gisozi,2024,1,1,0,1,2021,361933
329,Kimihurura,2022,3,1,0,0,2026,1710844
377,Nyarutarama,1995,3,1,1,0,2021,1173909
316,Kimironko,2014,3,1,1,1,2025,1259925
289,Kicukiro,2001,2,1,1,1,2023,821715
129,Kimihurura,2024,1,0,1,1,2024,788319
317,Kiyovu,2023,4,1,1,1,2024,1829829
281,Gacuriro,2022,3,1,1,1,2026,2021503
335,Kicukiro,2016,3,1,1,1,2022,517235
260,Gisozi,2008,2,1,1,1,2025,836490
357,Gacuriro,2017,1,0,0,1,2024,1649029
240,Kimironko,2012,3,1,1,1,2021,739196
49,Nyarutarama,1995,2,1,1,0,2026,415051
383,Kanombe,2023,6,1,0,1,2023,828947
215,Gacuriro,2012,2,1,1,1,2025,1268363
299,Gisozi,2004,4,0,1,0,2021,279818
359,Gisozi,2024,5,0,1,1,2024,931511
157,Kanombe,1997,1,1,1,1,2023,412522
95,Kacyiru,2016,4,1,1,1,2022,429704
385,Kimironko,1997,3,1,1,1,2026,1441428
92,Kicukiro,2014,5,0,1,0,2026,619049
35,Kimironko,2019,6,1,1,1,2022,655403
312,Remera,2002,6,0,1,1,2024,1399716
102,Nyarutarama,1998,2,1,1,1,2025,1024136
330,Gisozi,2005,1,1,1,0,2022,483892
104,Kacyiru,2011,5,1,0,1,2023,352508
215,Gisozi,2005,4,1,0,1,2023,460653
206,Kiyovu,2005,6,1,0,1,2023,1171238
288,Kimironko,2015,1,1,1,1,2024,1041129
366,Kanombe,2002,5,0,1,1,2025,1021269
106,Kimihurura,2020,2,1,1,1,2026,982163
173,Kimihurura,1997,5,1,0,1,2026,1347700
360,Kicukiro,2013,6,1,1,1,2024,1258296
233,Kicukiro,2017,3,1,1,0,2022,530133
147,Kanombe,2007,1,1,1,1,2026,350637
179,Kanombe,2006,6,1,1,1,2021,579416
40,Kacyiru,2009,3,0,0,1,2023,314567
247,Nyarutarama,2021,1,1,0,1,2022,920172
84,Remera,2009,3,1,1,1,2021,548773
340,Nyarutarama,2017,4,1,0,1,2023,1718900
116,Gacuriro,2011,1,1,1,0,2025,868310
229,Kanombe,2018,4,1,1,1,2021,319675
189,Kimihurura,1996,1,1,1,1,2021,554716
379,Gisozi,2007,5,0,1,1,2022,637989
382,Gisozi,2015,6,0,0,1,2024,915408
116,Kicukiro,2013,5,1,1,1,2025,786111
104,Kimihurura,1995,5,1,1,1,2026,1344549
49,Kiyovu,2006,1,1,1,1,2021,334448
310,Nyarutarama,2024,5,1,1,1,2024,2172608
207,Kimironko,2009,6,1,1,1,2021,767891
392,Kimironko,2017,2,1,1,1,2021,912193
276,Nyarutarama,2001,6,0,0,1,2022,1392249
36,Gisozi,2003,2,1,1,1,2023,166980
389,Kimihurura,2006,4,1,1,1,2026,2289728
62,Nyarutarama,2002,1,1,1,1,2026,721358
365,Kicukiro,2024,2,1,1,0,2024,1079077
234,Gacuriro,2014,4,1,0,1,2023,1381297
276,Nyarutarama,2000,1,1,1,0,2025,1416580
157,Nyarutarama,2006,3,1,1,1,2022,915106
75,Kimihurura,2023,3,1,1,1,2021,684784
90,Kacyiru,2014,4,0,1,1,2026,793563
360,Kimironko,2021,3,1,1,0,2026,1394124
187,Gisozi,2021,5,1,1,1,2022,757655
298,Kimironko,2008,3,0,1,1,2024,1003477
226,Gacuriro,1996,2,0,1,1,2022,828690
208,Kimironko,2019,4,1,1,1,2023,652089
61,Remera,2008,4,0,1,1,2024,609549
166,Kanombe,2001,3,1,1,1,2022,373471
112,Kimihurura,2018,2,0,1,1,2023,823515
98,Gacuriro,2012,5,1,0,1,2024,1095394
181,Kicukiro,2020,4,0,1,1,2023,776051
222,Gisozi,2020,4,1,1,1,2025,894584
247,Gisozi,2022,3,0,1,0,2022,421648
248,Kimihurura,2003,6,0,1,1,2022,1081867
266,Remera,2019,5,1,1,1,2025,1410204
166,Kimironko,1997,4,1,1,1,2023,731502
174,Gacuriro,1995,5,1,1,1,2026,1822772
51,Gacuriro,2011,5,1,0,1,2025,923958
77,Nyarutarama,2024,4,1,0,1,2024,1074232
158,Gacuriro,2018,1,1,1,1,2022,861773
233,Kimihurura,2010,5,0,0,1,2025,1343697
232,Kimihurura,2005,4,1,0,0,2025,1336452
392,Gacuriro,2001,3,1,1,1,2021,1207283
271,Kacyiru,2017,5,1,0,1,2023,1016393
148,Kacyiru,2007,1,0,0,1,2026,603244
296,Kanombe,2011,3,1,1,1,2023,429273
187,Gisozi,2015,5,1,1,1,2026,974760
280,Gisozi,2023,4,1,1,1,2022,669405
234,Gacuriro,1996,1,1,0,1,2026,1280359
31,Kicukiro,2003,6,1,1,1,2021,269791
155,Kiyovu,2015,2,1,1,0,2021,646003
331,Kicukiro,2017,6,1,1,1,2021,741876
91,Gacuriro,2001,4,1,1,1,2024,1192267
210,Kimihurura,2012,1,0,1,1,2024,770921
334,Gacuriro,2023,3,1,1,1,2022,1566737
67,Kacyiru,2007,4,1,1,1,2022,577870
134,Remera,2003,5,0,1,0,2025,840135
347,Kimironko,2012,4,1,1,1,2025,1371050
342,Gacuriro,2004,6,1,1,1,2025,2499374
308,Gacuriro,2023,5,1,1,1,2023,1822348
297,Gacuriro,2024,1,0,1,1,2022,1095029
256,Kicukiro,2000,3,0,0,1,2024,552072
129,Remera,2014,1,1,1,1,2026,859916
226,Kacyiru,2020,5,1,0,1,2026,1135639
164,Kicukiro,2023,2,1,1,1,2021,317820
235,Gacuriro,1999,3,1,0,1,2023,1463616
206,Gisozi,2002,5,1,1,1,2025,929910
279,Kiyovu,2016,2,0,0,1,2024,1150805
221,Kicukiro,2010,5,1,1,1,2026,779920
255,Kacyiru,2010,6,0,1,1,2023,1187820
217,Kimihurura,1998,5,0,1,1,2025,1315668
374,Gacuriro,2017,1,1,1,1,2021,1284667
232,Kacyiru,2024,2,1,1,1,2026,967188
42,Kicukiro,2002,1,1,1,1,2021,154500
231,Gacuriro,2005,4,1,1,1,2023,1567235
310,Kicukiro,2020,5,0,1,1,2022,873583
103,Remera,2007,6,1,1,1,2022,744221
332,Gacuriro,2016,4,0,1,1,2024,1798675
375,Kiyovu,2009,5,1,1,1,2023,1910449
113,Kacyiru,1999,6,1,1,1,2021,483810
207,Nyarutarama,2011,5,1,1,1,2025,1988419
306,Gisozi,2012,6,0,1,1,2025,863087
263,Kimironko,2012,6,1,1,1,2024,1104890
215,Nyarutarama,2004,5,1,1,1,2026,2030664
116,Remera,2024,4,1,1,1,2023,839407
237,Kimironko,2007,4,1,1,0,2021,533690
167,Kacyiru,1996,2,1,0,0,2026,522998
96,Nyarutarama,2013,1,0,1,1,2026,734278
389,Remera,2000,1,1,1,1,2024,1230979
118,Nyarutarama,2015,5,1,1,1,2022,1152761
265,Kanombe,1996,5,1,0,1,2024,617121
359,Gisozi,1995,1,1,1,1,2023,707852
371,Nyarutarama,2007,2,0,1,0,2026,2034116
280,Kacyiru,2009,3,1,0,1,2024,1141892
66,Kacyiru,2009,1,0,1,1,2024,383032
87,Kimihurura,2006,4,1,0,1,2025,822507
113,Kimironko,2016,1,1,1,1,2021,260236
310,Nyarutarama,2009,6,1,0,1,2025,2187955
340,Kicukiro,1998,1,1,1,1,2023,602712
367,Remera,2014,2,0,1,1,2022,920997
325,Nyarutarama,2024,2,0,0,1,2026,1848187
312,Kacyiru,2017,3,1,1,1,2025,1390827
172,Kiyovu,2015,6,1,0,1,2023,1243843
258,Gacuriro,2022,1,1,1,1,2022,1083884
313,Remera,2004,5,1,1,1,2024,1287631
92,Nyarutarama,2020,2,1,1,1,2023,997838
218,Kimihurura,2017,2,1,1,1,2021,748604
244,Kiyovu,1999,1,1,1,1,2021,888956
182,Remera,2001,6,1,1,1,2023,1323968
96,Nyarutarama,1998,4,0,1,1,2023,875072
173,Kacyiru,2010,3,1,1,1,2024,1011171
266,Kiyovu,2004,5,1,1,1,2022,1393959
326,Kiyovu,2002,1,1,0,1,2026,1606349
140,Nyarutarama,2022,4,1,1,1,2023,1327406
76,Kacyiru,1999,4,0,0,1,2026,293816
183,Kicukiro,2009,6,1,1,1,2024,905478
158,Kanombe,1995,3,1,1,1,2021,265182
309,Kimihurura,2014,6,1,1,1,2025,1987640
318,Nyarutarama,1998,2,1,1,1,2025,2030669
40,Remera,2014,3,1,0,1,2024,592161
65,Kiyovu,2010,2,0,0,1,2026,690049
101,Kacyiru,2021,1,0,1,1,2025,430678
117,Kimironko,2015,2,1,1,1,2026,795288
295,Kimihurura,1997,3,1,1,1,2024,1341476
126,Kicukiro,2010,4,1,0,1,2024,582437
368,Kiyovu,2015,1,1,1,1,2025,1976197
263,Gacuriro,2020,4,0,1,1,2025,1867820
302,Kimironko,2010,1,1,1,0,2022,695803
217,Remera,2022,4,1,0,1,2025,1099045
143,Kicukiro,2010,1,0,1,1,2026,627918
67,Gisozi,2000,4,1,1,1,2021,323558
135,Nyarutarama,2017,1,1,0,0,2026,1024511
208,Gisozi,2013,3,1,1,1,2023,774428
36,Kimironko,2021,6,1,0,1,2022,491295
259,Remera,2004,6,1,1,0,2026,1453392
188,Kanombe,2022,4,0,1,0,2022,409892
66,Kanombe,2018,1,1,1,1,2026,465038
372,Gacuriro,1997,1,1,1,1,2023,1483393
57,Kimihurura,2023,1,1,0,0,2024,227583
318,Kimironko,2009,2,1,0,0,2022,590877
165,Kanombe,2008,6,1,1,1,2024,780853
241,Kacyiru,1998,3,1,1,1,2021,520698
171,Kacyiru,2017,6,1,1,1,2021,663705
253,Gisozi,1999,4,1,0,0,2025,648367
167,Kacyiru,2020,6,0,1,1,2024,1001686
350,Kimironko,1996,5,1,1,1,2021,876712
306,Nyarutarama,2011,6,1,1,1,2024,2130111
277,Gacuriro,2008,6,1,1,1,2023,1832776
393,Kimironko,2018,6,1,1,1,2025,1671293
321,Kanombe,2013,5,1,0,0,2026,834240
369,Gacuriro,1999,2,1,0,1,2022,1238731
98,Kacyiru,2012,5,0,1,1,2024,712490
326,Gacuriro,2001,1,1,1,1,2025,1714636
339,Kimihurura,2008,1,1,1,1,2024,1429082
275,Kiyovu,2001,2,0,1,1,2023,1118958
165,Kiyovu,2001,1,1,1,1,2026,1097394
50,Kicukiro,2010,4,1,1,1,2025,557629
182,Kimihurura,2009,6,1,1,1,2022,993248
361,Kacyiru,2013,3,0,1,1,2021,868665
58,Kiyovu,2023,5,0,1,1,2023,819013
229,Kimihurura,1995,3,1,1,1,2021,733380
191,Nyarutarama,2013,3,0,1,1,2021,816028
187,Gisozi,2002,1,0,1,1,2023,288068
389,Kimironko,2006,6,1,1,1,2026,1484859
336,Gacuriro,1996,1,1,1,1,2023,1274638
271,Kimironko,2006,2,0,1,1,2022,678797
321,Kimihurura,2004,4,0,1,1,2023,1434469
62,Kimironko,2019,4,0,1,1,2021,387078
265,Kimihurura,1997,4,1,1,1,2022,1070254
231,Kiyovu,2014,3,1,1,1,2025,1510437
130,Kimihurura,1996,1,1,1,1,2024,733695
241,Kimihurura,2024,2,0,0,1,2023,904739
195,Kimironko,1999,4,1,1,1,2026,932491
101,Kiyovu,2002,1,1,0,1,2026,671866
194,Gisozi,2013,3,1,1,1,2022,589242
343,Kimironko,2017,4,1,1,1,2022,985274
102,Kimironko,2007,4,1,1,1,2024,641043
154,Nyarutarama,2008,6,0,1,0,2026,1796898
37,Kacyiru,1997,5,1,1,1,2023,348829
347,Remera,2017,1,1,1,1,2021,924140
69,Kimironko,2010,1,1,1,1,2025,480074
318,Kimihurura,1998,6,1,1,1,2026,2065445
117,Kimihurura,2022,4,1,1,1,2023,985882
181,Kanombe,1995,2,1,1,1,2024,510581
218,Kanombe,1995,1,1,1,1,2026,534599
257,Kicukiro,2003,2,1,1,0,2026,732998
276,Remera,2011,2,1,1,1,2026,1378133
97,Kicukiro,2016,6,1,1,1,2025,729012
89,Kacyiru,2001,2,0,1,1,2026,448664
283,Nyarutarama,2007,3,1,0,0,2022,1033247
94,Gisozi,2018,1,1,1,1,2023,446543
179,Gisozi,2012,4,1,1,1,2025,871040
90,Kanombe,2011,6,0,1,1,2023,350167
290,Nyarutarama,2006,6,0,0,1,2025,1894045
288,Nyarutarama,2024,2,1,0,1,2025,1799467
391,Kanombe,1999,4,1,1,0,2026,858664
77,Kanombe,1996,4,1,1,1,2021,333272
277,Gisozi,2000,5,1,1,1,2026,1062841
95,Kimironko,2007,2,0,0,1,2026,453257
40,Kacyiru,2000,3,1,1,1,2023,612273
156,Kimihurura,1997,1,1,1,1,2023,706275
187,Gisozi,2011,6,1,0,1,2024,539094
284,Kacyiru,1996,1,1,1,0,2023,666029
129,Kanombe,2021,3,1,0,1,2025,318595
167,Kicukiro,2022,3,1,1,1,2021,548652
288,Remera,2019,3,1,1,1,2022,922453
151,Remera,1996,6,0,1,1,2024,985930
157,Remera,1998,6,0,0,1,2026,988119
215,Remera,2016,5,1,1,1,2024,1217703
177,Gisozi,2023,3,1,1,1,2024,543956
173,Gisozi,2013,4,1,1,1,2022,520184
87,Kimihurura,2002,4,1,1,1,2024,886018
172,Kacyiru,2005,6,1,1,1,2023,1089029
34,Kiyovu,2015,3,1,0,1,2021,470004
310,Kacyiru,2015,3,1,1,1,2022,865785
380,Kimihurura,2016,6,1,1,1,2023,1909082
179,Nyarutarama,2019,1,1,1,1,2024,1241402
185,Kicukiro,2016,2,1,1,1,2022,457531
316,Kimihurura,2003,1,1,1,1,2026,1660900
137,Gacuriro,2019,3,1,1,1,2024,1283600
378,Kimihurura,2002,5,1,1,1,2021,1157561
301,Remera,2024,2,1,1,1,2022,947262
128,Nyarutarama,1999,5,1,1,1,2021,1001308
206,Kacyiru,2018,5,1,1,1,2025,1195551
364,Kicukiro,2002,6,1,1,1,2025,1302487
215,Kiyovu,2014,1,0,1,0,2026,1043528
136,Kacyiru,1999,1,1,1,1,2023,693044
201,Kimironko,2006,1,1,1,1,2021,580088
326,Gisozi,2012,2,1,1,1,2021,507571
105,Remera,2023,2,1,1,0,2023,537521
338,Kanombe,2013,2,1,1,1,2023,593526
356,Gisozi,2009,5,1,1,1,2026,1403848
182,Kanombe,2000,3,1,0,1,2024,691951
160,Kicukiro,2022,6,1,1,1,2025,941919
260,Kanombe,2022,4,1,1,1,2025,751793
79,Remera,2013,5,0,0,1,2026,717117
93,Nyarutarama,2010,1,0,1,1,2023,667291
335,Gacuriro,2001,1,0,1,1,2022,1053275
382,Kicukiro,2018,2,1,0,0,2025,944723
141,Nyarutarama,2009,4,1,1,1,2022,1012946
174,Remera,2001,5,0,0,1,2021,585888
356,Kicukiro,2015,1,1,1,1,2026,1122367
339,Gacuriro,2022,6,0,0,1,2024,1828679
85,Remera,2020,6,1,1,1,2025,956664
96,Kimironko,2014,3,1,1,1,2021,469081
394,Gacuriro,2014,6,0,1,1,2023,1910972
160,Kimironko,2016,4,0,1,1,2021,570963
382,Kiyovu,2012,2,1,1,1,2022,1522922
167,Kacyiru,1996,1,0,1,1,2025,795466
94,Gisozi,2020,5,1,0,1,2025,646175
76,Kiyovu,2013,4,0,0,0,2021,343009
119,Gisozi,2018,6,1,1,1,2021,482691
333,Kicukiro,2007,2,1,1,1,2025,1162544
332,Kacyiru,2004,2,1,1,1,2022,853201
243,Nyarutarama,1999,2,0,1,1,2023,1209508
51,Kiyovu,2009,1,0,0,1,2021,193173
199,Gisozi,2010,2,1,1,1,2023,703947
81,Remera,2015,1,1,0,1,2022,355679
63,Kanombe,2000,4,1,1,1,2026,576909
337,Kacyiru,1997,5,0,1,1,2026,1401588
197,Kanombe,2011,6,1,1,1,2025,758693
305,Kimironko,2022,3,1,1,1,2024,1107513
42,Kacyiru,2000,5,1,1,1,2026,848742
128,Kimironko,2004,1,1,1,0,2026,519193
307,Kimironko,2012,5,1,1,1,2022,966008
173,Kanombe,2016,3,0,1,1,2025,572289
371,Kimironko,2003,4,1,1,1,2026,1582912
182,Remera,2022,1,0,1,1,2021,595072
257,Gisozi,2013,4,1,1,1,2022,613689
151,Kimihurura,2019,6,1,1,0,2023,1039083
383,Kacyiru,1996,1,1,1,1,2022,915287
221,Kacyiru,2013,1,1,1,1,2024,834316
325,Kacyiru,2020,6,1,0,1,2024,1443327
38,Kimihurura,2024,1,1,0,1,2022,356691
98,Kanombe,2022,3,1,0,1,2026,427986
135,Remera,2014,3,1,1,0,2021,512274
317,Kimihurura,2015,1,1,1,1,2023,1114310
96,Gisozi,2004,5,1,1,1,2023,389441
331,Gisozi,2009,1,0,1,1,2026,847456
391,Nyarutarama,2020,1,1,1,1,2021,1423362
281,Kicukiro,2024,6,1,1,1,2023,904847
362,Nyarutarama,2016,6,1,1,1,2025,2614831
340,Kacyiru,2016,6,1,1,1,2024,1503688
214,Gacuriro,1999,1,1,0,1,2024,1171458
110,Kimironko,2008,4,0,1,1,2022,384102
221,Kiyovu,2013,6,1,1,1,2026,1931017
202,Kiyovu,2021,5,1,1,1,2026,1932588
302,Kicukiro,2004,4,1,1,1,2022,697708
264,Kanombe,2006,1,1,1,1,2024,799358
369,Kiyovu,2017,4,1,1,1,2025,2133419
175,Kiyovu,1995,4,1,1,1,2023,1212738
249,Kimihurura,2004,4,0,1,1,2022,1000874
77,Kimironko,2013,4,1,1,0,2023,534464
237,Kacyiru,2019,5,1,1,1,2024,1205170
235,Kimironko,2005,1,0,1,1,2022,544532
255,Nyarutarama,2019,1,1,1,1,2025,1603298
317,Nyarutarama,2002,2,1,0,1,2023,1465860
69,Kimironko,2003,2,0,1,1,2025,301476
80,Kicukiro,2008,1,1,1,1,2024,582961
95,Kacyiru,2011,4,1,1,1,2022,407496
224,Kiyovu,2024,4,1,1,1,2026,1841519
234,Kacyiru,2019,2,1,1,1,2024,856432
45,Gacuriro,2008,3,0,0,1,2026,559774
319,Kiyovu,2012,1,1,1,1,2022,1180269
202,Kimihurura,2023,4,1,1,0,2025,1424570
199,Kiyovu,2007,6,1,1,1,2026,2018911
188,Gacuriro,2014,5,0,1,1,2024,1293117
338,Kanombe,2000,2,1,0,1,2021,484266
384,Kicukiro,2000,4,1,0,1,2026,1279861
209,Kimironko,2011,1,1,1,1,2023,761024
147,Kimihurura,1995,1,0,1,1,2023,534656
109,Gacuriro,2022,3,1,0,1,2022,914684
331,Kimihurura,1997,5,1,1,1,2022,1378916
317,Kanombe,2017,5,1,1,1,2024,861267
93,Kimihurura,2019,6,1,1,1,2024,1004376
107,Gacuriro,2019,2,1,1,1,2022,879231
248,Kiyovu,1999,3,1,1,0,2022,947505
210,Kimironko,2021,3,1,0,0,2022,456325
350,Kacyiru,1999,5,1,1,1,2026,1734828
239,Kicukiro,2011,4,1,1,1,2024,796075
342,Gisozi,2018,5,0,1,1,2025,1020155
124,Kanombe,2014,1,1,0,0,2024,238926
166,Kiyovu,1997,4,0,1,1,2023,1077346
